None,2941,0.0518868756726
Add,6502,0.114712161042
Mod,8529,0.15047370371
Rem,149,0.00262874684639
Add/Mod,12743,0.224819604453
Add/Rem,2522,0.0444946278294
Mod/Rem,3913,0.0690354792611
All,19382,0.341948801186
total,56681,100.0
