0,1677,5288,0.317133131619
1,2047,6772,0.302274069699
2,1930,6149,0.313872174337
3,1727,5759,0.29987845112
4,1564,5112,0.305946791862
5,714,2698,0.264640474426
6,722,2607,0.27694668201
total,10381,34385,0.301904900393
