None,15618,0.454209684455
Add,2164,0.0629344190781
Mod,4952,0.144016286171
Rem,714,0.0207648684019
Add/Mod,3652,0.106209102806
Add/Rem,659,0.0191653337211
Mod/Rem,1433,0.0416751490475
All,5193,0.151025156318
total,34385,100.0
