0,9976,38488,0.259197672002
1,10252,39880,0.257071213641
2,9927,39259,0.252859216995
3,9489,37331,0.254185529453
4,8686,34497,0.251790010726
5,4379,16847,0.259927583546
6,3972,16030,0.247785402371
total,56681,222332,0.254938560351
