0,0.2445139840402247765125395184536392396584
1,0.002050500330126862222547391588004368620439
2,0.007482632286089194530078395731135119795231
3,0.03820300091250186812917324187602642607673
4,0.03483062271621329357544787388151530392339
5,0.1326268150778204387286950076355527150288
6,0.4641628117138189753451504997645863544452
7,0.3076480254190430698980454297763396520213
8,0.04935227740852527208789026590802214579685
9,3.804305487475481589171774081104217614861e-6
10,0.001078758031557765553679789672264330340939
11,0.00179450689777707929486820666742688874131
12,2.626336799780057190993925519053005696063e-4
13,0.2576321445854558565025663444188700580662
14,0.1139884176880870593047578068251003779812
15,0.3857035344075904522874028145602468761989
16,2.402220145719813374303336485182199673931e-5
17,0.04560738968919111667044567136632706769982
18,0.001763376894637836276796425714047255377275
19,2.697928019847007850715895234106312189789e-4
20,0.003138195702375896554902003139520718770827
21,0.3114335120262998829870961575595164566891
22,0.004330115260442845592403001038773612911791
23,0.05093332741104707896444608500708449056237
