None,120,0.0115595800019
Add,925,0.0891050958482
Mod,1901,0.183123013197
Rem,15,0.00144494750024
Add/Mod,2331,0.224544841537
Add/Rem,331,0.0318851748386
Mod/Rem,740,0.0712840766785
All,4018,0.387053270398
total,10381,100.0
