,Job,Daily,Weekly,Monthly,Other,Single,Overall
Mon,0,0.809932556714,0.0,0,0.333333333333,0,0.807410423453
Tues,0,0.901660012608,0.0,0,0.666666666667,0,0.898723582339
Wed,0,0.897744360902,0.0,0,0.0,0,0.89562794685
Thur,0,0.839282153539,1.8,0,4.66666666667,0,0.842524387816
Fri,0,0.867296542839,0.0,0,0.0,0.0,0.865067466267
Sat,0,0.756097560976,0.0,0,0.0,0,0.754172560113
Sun,0,1.1018254421,0.0,0,0.5,0,1.10019925989
Average,0,0.877430589146,0.169811320755,0,0.71875,0.0,0.876033057851
