120,998
240,363
360,233
480,172
600,165
720,125
840,168
960,164
1080,149
1200,108
1320,143
1440,132
1560,112
1680,98
1800,76
1920,68
2040,93
2160,83
2280,65
2400,74
2520,70
2640,56
2760,45
2880,46
3000,59
3120,47
3240,39
3360,39
3480,27
3600,47
3720,27
3840,27
3960,25
4080,21
4200,7
4320,9
4440,18
4560,12
4680,5
4800,10
4920,12
5040,9
5160,1
5280,5
5400,1
