,Job,Daily,Weekly,Monthly,Other,Single,Overall
Mon,0,23.2781524627,0.0,0,33.3333333333,0,23.2491856678
Tues,0,22.4837150662,0.0,0,16.6666666667,0,22.4105461394
Wed,0,23.2653061224,0.0,0,0.0,0,23.2104586369
Thur,0,23.5094715852,20.0,0,33.3333333333,0,23.5118455107
Fri,0,24.0927635817,0.0,0,0.0,0.0,24.030841722
Sat,0,23.7379466818,0.0,0,0.0,0,23.6775106082
Sun,0,27.3816314889,0.0,0,50.0,0,27.3840022773
Average,0,23.8302537809,1.88679245283,0,21.875,0.0,23.7900762131
