None,23382,0.105167047479
Add,27667,0.124440026627
Mod,52720,0.237122861307
Rem,10458,0.0470377633449
Add/Mod,35476,0.159563175791
Add/Rem,9667,0.0434800208697
Mod/Rem,16376,0.0736556141266
All,46586,0.209533490456
total,222332,100.0
