,Job,Daily,Weekly,Monthly,Other,Single,Overall
<120,1.74185022026,0.774570856122,1.05197268589,1.31882086168,0.73441459706,0.546670305677,0.817599198898
<240,1.0036101083,0.72137589167,0.878304657994,0.908445146014,0.598762886598,0,0.744754350051
<360,0.974545454545,0.564557122887,0.726159230096,0.821719457014,0.588503130336,0,0.612178158537
<480,0.770773638968,0.568769120614,0.706490522688,0.684362934363,0.479394449117,0,0.58845558496
<600,0.939271255061,0.573517786561,0.82602739726,0.768,0.381401617251,0,0.614039349041
<720,0.542094455852,0.528245787909,0.651752423565,0.67701863354,0.558823529412,0,0.549895178197
<840,0.409495548961,0.617952069717,0.794915254237,0.988764044944,0.405660377358,0,0.637865944868
<960,0.389121338912,0.442051282051,0.685203574975,0.619932432432,0.460431654676,0,0.470925332884
<1080,0.775147928994,0.484354002688,0.588089330025,0.551656920078,0.253521126761,0,0.494100173282
<1200,1.23417721519,0.432567432567,0.717791411043,0.556237218814,0.220858895706,0,0.46490306561
<1320,0.475,0.37795765878,0.4625,0.485057471264,0.251798561151,0,0.387816387816
<1440,0.6125,0.340434910373,0.707360861759,0.415224913495,0.30303030303,0,0.374036152193
<1560,0.367088607595,0.325549450549,0.665753424658,0.295620437956,0.201754385965,0,0.343286099865
<1680,0.405940594059,0.265550836872,0.48275862069,0.464435146444,0.353846153846,0,0.294478527607
<1800,0.33606557377,0.156036446469,0.239583333333,0.208333333333,0.105263157895,0,0.169075144509
<1920,0.123456790123,0.125544899738,0.270114942529,0.147368421053,0.0416666666667,0,0.134932533733
<2040,0.025641025641,0.111542192047,0.106060606061,0.111111111111,0.555555555556,0,0.111769686706
Average,0.937755422823,0.535375706057,0.761966219629,0.814092140921,0.640308534461,0.546670305677,0.589091899498
